stationid,absolute_increase_per_year,relative_increase_per_year_in_% (absolute_increase / middle_value_from_all_years)
50854099999,0.026,0.32
50888099999,0.094,1.2
50915099999,0.913,11.22
50949099999,0.095,1.18
50953099999,0.158,1.99
50963099999,0.52,5.87
50968099999,0.169,2.09
50978099999,0.265,3.19
50983099999,-0.036,-0.46
51053099999,1.112,18.37
51076099999,0.467,9.33
51087099999,0.581,10.27
51133099999,0.358,7.37
51156099999,0.84,16.12
51243099999,2.056,25.51
51288099999,1.309,20.04
51334099999,1.155,19.65
51379099999,1.269,19.18
51431099999,0.308,5.65
51463099999,0.972,12.55
51467099999,0.162,2.33
51495099999,-0.286,-5.51
51542099999,0.281,5.53
51573099999,0.927,15.81
51644099999,0.147,2.67
51656099999,0.261,4.08
51709099999,0.199,3.77
51711099999,-0.025,-0.41
51716099999,0.125,2.15
51730099999,0.085,1.68
51765099999,0.644,9.64
51777099999,-0.03,-0.43
51811099999,0.016,0.25
51818099999,0.751,11.15
51828099999,0.236,3.74
51886099999,0.174,4.21
52203099999,0.815,12.89
52267099999,-0.023,-0.53
52323099999,0.013,0.28
52378099999,-0.054,-1.11
52418099999,0.146,2.98
52436099999,-0.036,-0.82
52495099999,0.044,0.75
52533099999,0.692,12.17
52602099999,0.203,4.13
52652099999,-0.01,-0.21
52681099999,-0.063,-1.25
52713099999,0.368,6.98
52737099999,0.401,6.12
52754099999,0.011,0.19
52787099999,0.329,5.87
52818099999,0.11,3.06
52836099999,0.447,7.77
52866099999,0.004,0.07
52908099999,0.039,0.8
52996099999,0.084,1.29
53068099999,0.097,1.74
53083099999,0.271,4.23
53149099999,0.004,0.07
53192099999,0.251,3.69
53231099999,-0.015,-0.27
53276099999,0.222,3.09
53336099999,0.03,0.42
53352099999,0.082,1.22
53391099999,0.258,3.7
53463099999,0.091,1.11
53480099999,0.159,2.26
53487099999,0.003,0.04
53502099999,0.055,0.98
53513099999,-0.001,-0.01
53529099999,0.052,0.7
53543099999,-0.008,-0.1
53564099999,-0.064,-0.82
53588099999,0.095,1.07
53593099999,-0.066,-0.83
53614099999,-0.071,-1.01
53646099999,0.196,2.18
53673099999,-0.103,-1.19
53698099999,0.148,1.4
53705099999,0.076,1.13
53723099999,-0.027,-0.37
53764099999,0.028,0.32
53772099999,0.075,0.82
53787099999,0.16,1.76
53798099999,0.118,1.05
53845099999,0.174,1.87
53863099999,0.16,1.84
53898099999,0.135,1.18
53915099999,0.221,2.75
53923099999,0.17,2.08
53959099999,-0.01,-0.11
53975099999,0.235,2.42
54012099999,0.087,1.35
54026099999,0.274,2.98
54027099999,0.007,0.09
54049099999,0.28,3.28
54094099999,0.415,4.88
54096099999,0.181,2.26
54102099999,0.6,8.18
54115099999,0.015,0.18
54135099999,0.444,5.14
54157099999,0.177,1.93
54161099999,0.362,3.72
54186099999,0.053,0.66
54208099999,0.143,1.95
54218099999,0.115,1.39
54226099999,0.281,3.06
54236099999,0.197,1.93
54259099999,-0.002,-0.02
54273099999,0.06,0.71
54292099999,0.06,0.77
54308099999,0.155,1.8
54311099999,0.044,0.54
54324099999,0.152,1.51
54337099999,-0.015,-0.13
54342099999,0.058,0.54
54346099999,-0.057,-0.52
54374099999,-0.053,-0.6
54377099999,-0.072,-0.72
54386099999,0.002,0.03
54401099999,0.031,0.39
54405099999,0.075,0.93
54423099999,0.114,1.14
54436099999,0.091,0.75
54471099999,0.056,0.47
54493099999,-0.008,-0.06
54497099999,-0.039,-0.27
54511099999,-0.115,-1.04
54527099999,0.249,2.15
54534099999,-0.182,-1.55
54539099999,0.048,0.4
54602099999,0.206,1.85
54618099999,0.096,0.79
54662099999,0.066,0.58
54715099999,0.077,0.69
54725099999,0.155,1.38
54751099999,-0.279,-2.6
54753099999,-0.214,-1.93
54776099999,-0.234,-2.05
54808099999,0.186,1.69
54823099999,0.107,0.87
54826099999,0.126,0.88
54836099999,-0.135,-1.12
54843099999,0.047,0.43
54857099999,-0.23,-1.98
54863099999,-0.385,-3.14
54909099999,-0.156,-1.17
54916099999,-0.157,-1.23
54929099999,0.043,0.33
54945099999,-0.241,-1.87
55228099999,0.141,3.03
55279099999,0.196,3.7
55299099999,0.191,3.33
55472099999,-0.034,-0.61
55578099999,0.047,0.62
55591099999,-0.009,-0.14
55664099999,-0.169,-2.36
55696099999,0.271,4.73
55773099999,-0.005,-0.11
56004099999,-0.003,-0.06
56018099999,0.155,2.88
56021099999,-0.046,-0.97
56029099999,0.031,0.6
56033099999,0.664,12.23
56046099999,0.306,5.46
56065099999,-0.027,-0.45
56079099999,0.119,1.92
56080099999,0.05,0.81
56096099999,0.111,1.64
56106099999,-0.022,-0.38
56116099999,0.085,1.41
56137099999,0.03,0.49
56144099999,0.069,1.09
56146099999,0.114,1.84
56152099999,0.048,0.78
56167099999,0.069,1.07
56172099999,0.093,1.35
56182099999,0.034,0.56
56196099999,0.179,1.8
56247099999,0.028,0.41
56257099999,-0.013,-0.17
56287099999,0.058,0.54
56312099999,0.042,0.63
56357099999,0.008,0.1
56374099999,0.046,0.63
56385099999,0.064,0.66
56444099999,-0.109,-1.68
56462099999,-0.121,-1.53
56492099999,0.14,1.66
56571099999,0.072,0.68
56586099999,0.04,0.55
56651099999,0.146,1.52
56671099999,0.113,0.94
56684099999,-0.029,-0.35
56691099999,-0.062,-0.75
56739099999,-0.101,-0.96
56748099999,0.039,0.41
56751099999,-0.054,-0.52
56763099999,-0.045,-0.49
56768099999,0.004,0.03
56778099999,0.162,1.55
56786099999,0.042,0.43
56838099999,-0.014,-0.12
56886099999,0.087,0.94
56946099999,-0.051,-0.51
56951099999,0.108,1.15
56954099999,-0.068,-0.56
56959099999,-0.043,-0.4
56964099999,-0.023,-0.2
56966099999,-0.121,-1.27
56969099999,-0.13,-1.03
56977099999,-0.018,-0.12
56985099999,-0.056,-0.61
57046099999,-0.002,-0.02
57067099999,0.009,0.1
57071099999,0.341,3.38
57083099999,0.058,0.5
57127099999,-0.076,-0.77
57178099999,0.036,0.32
57193099999,0.023,0.2
57237099999,-0.189,-1.39
57245099999,-0.096,-0.9
57259099999,0.043,0.46
57265099999,0.046,0.48
57279099999,0.034,0.33
57290099999,-0.041,-0.32
57297099999,-0.01,-0.08
57306099999,0.077,0.71
57328099999,-0.141,-1.25
57348099999,-0.156,-1.41
57378099999,-0.117,-1.02
57399099999,-0.168,-1.23
57411099999,-0.074,-0.75
57426099999,0.037,0.32
57447099999,-0.127,-1.09
57461099999,-0.128,-1.14
57476099999,-0.05,-0.44
57494099999,-0.294,-2.18
57516099999,-0.007,-0.07
57554099999,-0.15,-1.28
57584099999,0.008,0.06
57598099999,0.049,0.37
57633099999,0.082,0.78
57655099999,0.035,0.28
57662099999,0.023,0.2
57687099999,-0.126,-1.05
57707099999,0.088,1.15
57731099999,0.006,0.06
57745099999,0.177,1.64
57766099999,0.033,0.31
57776099999,-0.121,-0.91
57793099999,0.03,0.25
57799099999,0.025,0.19
57816099999,0.113,1.2
57832099999,0.073,0.8
57845099999,0.099,0.89
57853099999,0.006,0.06
57866099999,0.051,0.45
57902099999,-0.139,-1.38
57916099999,-0.09,-0.85
57922099999,-0.043,-0.44
57932099999,0.111,1.06
57957099999,0.026,0.18
57972099999,0.044,0.39
57993099999,0.04,0.32
58027099999,0.153,1.14
58040099999,-0.098,-0.68
58102099999,0.025,0.2
58150099999,0.29,2.22
58203099999,0.092,0.73
58208099999,0.277,2.24
58221099999,-0.167,-1.37
58238099999,-0.048,-0.39
58251099999,0.191,1.47
58265099999,-0.005,-0.04
58314099999,0.061,0.47
58321099999,0.065,0.55
58338099999,-0.043,-0.35
58345099999,0.175,1.47
58362099999,0.051,0.42
58424099999,0.095,0.67
58437099999,0.284,1.83
58457099999,0.096,0.78
58472099999,0.196,1.74
58477099999,0.103,0.85
58506099999,0.029,0.19
58527099999,0.091,0.6
58556099999,0.067,0.57
58569099999,0.009,0.08
58606099999,0.121,0.86
58633099999,0.098,0.72
58646099999,0.045,0.38
58666099999,-0.087,-0.71
58715099999,0.049,0.35
58725099999,0.025,0.17
58730099999,0.12,0.78
58731099999,0.027,0.2
58754099999,-0.137,-1.02
58813099999,0.094,0.67
58834099999,0.006,0.04
58847099999,-0.048,-0.37
58911099999,-0.046,-0.33
58921099999,-0.068,-0.53
58926099999,-0.02,-0.15
58931099999,-0.256,-2.13
58944099999,-0.239,-1.67
58968099999,-0.909,-6.58
58974099999,-0.131,-1.05
59007099999,0.04,0.4
59023099999,-0.087,-0.71
59046099999,-0.16,-1.31
59058099999,-0.264,-2.03
59072099999,-0.002,-0.02
59082099999,-0.006,-0.04
59087099999,0.02,0.12
59096099999,-0.141,-1.0
59102099999,-0.074,-0.54
59117099999,-0.032,-0.23
59134099999,-0.245,-1.66
59158099999,0.146,0.88
59209099999,-0.089,-0.73
59211099999,-0.13,-1.07
59254099999,-0.203,-1.55
59265099999,-0.133,-1.02
59278099999,-0.165,-1.17
59287099999,0.084,0.51
59293099999,-0.225,-1.36
59316099999,-0.201,-1.21
59358099999,-0.548,-2.86
59417099999,0.019,0.16
59431099999,-0.223,-1.77
59456099999,-0.132,-0.79
59493099999,0.044,0.24
59501099999,-0.04,-0.2
59559099999,-0.31,-1.61
59562099999,-0.124,-0.77
59567099999,-0.277,-2.01
59632099999,-0.148,-0.85
59644099999,-0.128,-0.69
59658099999,-0.139,-0.82
59663099999,0.115,0.57
59673099999,-0.089,-0.42
59758099999,-0.312,-1.9
59792099999,-0.88,-5.93
59838099999,-0.355,-2.07
59845099999,-0.138,-0.85
59855099999,-0.051,-0.3
59948099999,-0.12,-0.67
59981099999,-0.115,-0.72
59985099999,0.005,0.03
59997099999,-0.11,-0.59
60001099999,-0.434,-4.73
60005099999,-0.294,-3.59
60015099999,-0.041,-0.55
60020099999,-0.106,-1.55
60025099999,-0.03,-0.37
60030099999,-0.148,-2.35
60035099999,-0.307,-4.39
60040099999,-0.108,-1.99
60060099999,-0.238,-3.89
60101099999,-0.085,-0.85
60105099999,-0.136,-1.25
60107099999,-0.158,-2.02
60115099999,-0.078,-1.16
60127099999,-0.113,-1.22
60135099999,-0.124,-1.32
60141099999,-0.174,-2.02
60150099999,-0.145,-1.73
60155099999,0.111,1.36
60156099999,0.037,0.52
60185099999,0.049,0.58
60191099999,-0.634,-8.57
60195099999,0.091,1.88
60210099999,0.207,3.27
60230099999,-0.122,-1.56
60252099999,-0.426,-3.63
60265099999,-0.19,-3.03
60285099999,-0.023,-0.48
60318099999,-0.385,-3.86
60338099999,-0.2,-2.4
60340099999,-0.277,-3.81
60351099999,0.095,0.86
60355099999,0.045,0.5
60360099999,0.168,2.05
60390099999,0.015,0.16
60402099999,-0.133,-1.38
60419099999,-0.125,-1.79
60425099999,0.043,0.6
60430099999,0.004,0.05
60444099999,-0.063,-1.08
60445099999,-0.076,-1.26
60457099999,0.002,0.02
60468099999,-0.091,-1.31
60475099999,-0.108,-1.41
60490099999,-0.039,-0.56
60507099999,-0.105,-1.53
60511099999,-0.046,-0.79
60515099999,0.04,0.75
60522099999,0.022,0.3
60525099999,-0.111,-1.62
60531099999,-0.033,-0.48
60535099999,0.033,0.61
60536099999,-0.124,-2.09
60545099999,0.598,12.22
60549099999,-0.032,-0.5
60550099999,-0.026,-0.41
60555099999,-0.008,-0.11
60559099999,-0.061,-0.75
60560099999,-0.203,-3.71
60566099999,-0.202,-2.41
60571099999,-0.196,-3.3
60580099999,-0.425,-4.09
60581099999,0.075,0.86
60590099999,0.084,0.94
60602099999,-0.016,-0.25
60607099999,0.237,4.08
60611099999,-0.077,-1.0
60620099999,-0.029,-0.26
60640099999,-0.051,-0.92
60656099999,0.066,0.98
60670099999,-0.645,-8.82
60680599999,-0.044,-1.81
60710099999,0.214,1.97
60714099999,-0.024,-0.3
60715099999,0.026,0.34
60720099999,-0.024,-0.29
60725099999,0.053,0.71
60734099999,-0.213,-3.03
60735099999,-0.0,-0.0
60738099999,-0.099,-1.55
60740099999,0.182,2.12
60745099999,-0.211,-2.72
60748099999,-0.02,-0.3
60750099999,-0.107,-1.35
60760099999,-0.362,-5.42
60765099999,-0.407,-5.5
60769099999,-0.232,-2.7
60770099999,0.068,0.92
60775099999,0.002,0.03
60780099999,-0.195,-3.94
61017099999,0.84,4.98
61024099999,0.037,0.42
61036099999,-0.084,-0.67
61043099999,0.214,2.0
61045099999,0.105,0.89
61049099999,0.46,4.14
61052099999,0.2,1.4
61075099999,0.147,1.12
61080099999,0.315,2.26
61085099999,0.777,5.87
61090099999,0.091,0.66
61091099999,0.094,0.68
61096099999,-0.001,-0.01
61099099999,0.089,0.6
61230099999,-0.038,-0.25
61233099999,0.025,0.17
61257099999,0.152,0.98
61265099999,-0.058,-0.42
61270099999,0.205,1.34
61272099999,-0.062,-0.4
61291099999,-0.202,-1.25
61293099999,0.059,0.45
61296099999,0.136,0.9
61297099999,0.058,0.4
61415099999,-4.612,-8.52
61442099999,0.053,0.25
61600099999,0.141,0.93
61612099999,-0.015,-0.11
61627099999,0.421,2.71
61630099999,0.085,0.52
61641099999,0.117,0.69
61666099999,0.435,2.79
61679099999,0.246,1.53
61687099999,-0.084,-0.53
61695099999,0.255,1.44
61697099999,0.483,2.48
61698099999,0.371,2.09
61699099999,-0.11,-0.68
61701099999,-0.095,-0.39
61832099999,0.364,1.35
61901099999,-0.087,-2.18
61902099999,0.129,2.76
61967070701,-0.314,-1.81
61968099999,-0.629,-7.01
61970099999,0.007,0.04
61972099999,-0.697,-6.6
61974099999,0.008,0.08
61976099999,-1.323,-15.21
61980099999,-0.154,-1.1
61986099999,-0.227,-2.75
61988099999,0.025,0.32
61990099999,0.094,0.91
61995099999,0.034,0.33
61996099999,-0.009,-0.14
61997099999,0.081,0.77
61998099999,0.079,1.26
62016099999,0.147,1.87
62271099999,-0.821,-9.61
62306099999,0.116,1.87
62318099999,0.298,4.36
62333099999,0.044,1.35
62337099999,0.009,0.15
62366099999,0.522,6.86
62387099999,0.638,8.34
62393099999,1.566,23.84
62405099999,2.85,26.12
62414099999,-0.074,-4.28
62417099999,0.002,0.04
62420099999,2.089,16.59
62435099999,1.856,45.4
62440099999,0.304,5.25
62459099999,3.48,29.31
62463099999,-1.626,-12.92
62465099999,-0.039,-0.85
62721099999,-2.539,-10.42
63450099999,0.117,1.26
63612099999,0.16,1.29
63661099999,-0.031,-0.32
63671099999,0.271,2.21
63695099999,0.186,1.39
63708099999,0.133,1.12
63714099999,-0.075,-0.97
63717099999,0.123,1.28
63720099999,-0.013,-0.11
63723099999,-0.038,-0.31
63740099999,-0.042,-0.39
63756099999,0.061,0.46
63791099999,0.284,2.57
63793099999,-0.038,-0.33
63799099999,0.79,9.98
63820099999,0.133,1.25
63894099999,0.225,1.47
63980099999,0.191,1.22
64210099999,1.276,5.63
64400099999,-0.107,-0.56
64450099999,-0.123,-0.65
64500099999,0.183,0.84
64501099999,-0.038,-0.19
64551099999,0.163,0.75
64650099999,0.244,1.6
64700099999,-0.01,-0.06
64750099999,0.02,0.13
64860099999,-0.183,-0.99
64910099999,-0.123,-0.61
65306099999,0.088,0.56
65319099999,0.042,0.31
65330099999,0.077,0.51
65335099999,0.039,0.28
65338099999,-0.204,-1.4
65344099999,-0.371,-2.12
65352099999,0.039,0.28
65355099999,0.156,1.16
65361099999,0.07,0.54
65376099999,-0.154,-1.01
65387099999,-0.343,-2.5
65472099999,-0.226,-1.59
65501099999,0.101,0.75
65502099999,-0.17,-1.22
65503099999,0.325,2.18
65505099999,0.005,0.04
65507099999,-0.036,-0.23
65510099999,0.113,0.78
65516099999,-0.08,-0.59
65518099999,-0.241,-1.56
65522099999,0.08,0.53
65545099999,-0.241,-1.66
65557099999,-0.168,-1.3
65560099999,0.192,1.36
65562099999,-0.181,-1.38
65563099999,-0.224,-1.78
65578099999,-0.099,-0.61
65585099999,-0.175,-1.18
65592099999,0.156,0.97
65594099999,-0.146,-1.05
65599099999,0.271,1.83
67002099999,0.055,0.21
67005099999,0.077,0.54
67009099999,0.062,0.51
67012099999,0.367,2.5
67023099999,0.83,6.26
67027099999,-0.05,-0.26
67083099999,0.105,0.64
67095099999,-0.204,-1.32
67137099999,-0.111,-1.05
67197099999,-0.004,-0.03
67215099999,0.154,1.15
67237099999,-0.181,-1.24
67283099999,-0.039,-0.3
67297099999,0.049,0.3
67341099999,-0.217,-1.81
67665099999,0.146,0.92
67775099999,-0.043,-0.32
68014099999,-0.166,-1.82
68018099999,-0.11,-1.07
68029099999,-0.358,-3.26
68032099999,0.921,7.96
68054099999,0.381,3.11
68110099999,0.065,0.75
68112099999,0.133,1.64
68240099999,-0.019,-0.18
68242099999,0.295,3.27
68263099999,0.311,3.26
68267099999,-0.018,-0.18
68312099999,0.038,0.36
68368099999,0.31,2.89
68424099999,0.005,0.06
68438099999,-0.062,-0.68
68442099999,0.175,1.87
68461099999,0.203,2.3
68487099999,-0.246,-3.11
68512099999,0.018,0.27
68527099999,0.054,0.74
68538099999,0.033,0.46
68587099999,0.169,1.79
68588099999,-0.141,-1.33
68591099999,0.04,0.38
68618099999,-0.022,-0.39
68668099999,0.001,0.01
68712099999,0.09,1.77
68714099999,0.045,0.87
68717099999,-0.05,-0.74
68727099999,-0.069,-0.99
68752099999,0.123,1.8
68816099999,0.068,0.88
68828099999,-0.191,-2.35
68842099999,-0.11,-1.34
68858099999,-0.11,-1.12
68906099999,0.054,0.41
68916099999,-0.017,-0.31
68920099999,0.098,1.58
68928099999,-0.073,-1.12
68994099999,0.018,0.23
69015093121,-0.248,-3.73
70026027502,-0.016,-0.44
70063727406,-0.189,-5.79
70086027401,0.027,1.04
70133026616,0.026,0.6
70174026533,0.051,1.09
70178026529,0.141,2.96
70194026413,0.438,24.57
70200026617,0.061,1.25
70204026703,-0.754,-12.19
70207026627,0.294,8.06
70219026615,-0.028,-0.58
70231026510,0.005,0.09
70232026516,0.266,11.95
70246026512,0.453,14.15
70251026528,0.031,0.47
70259026523,0.01,0.19
70260026435,-0.398,-5.74
70261026411,0.034,0.74
70267026415,-0.051,-1.03
70271026425,0.055,1.22
70273026451,-0.009,-0.17
70273526409,0.046,1.3
70291026412,-0.012,-0.25
70296026410,0.097,0.83
70308025713,0.036,0.76
70316025624,0.033,0.56
70326025503,0.059,1.24
70340025506,-0.007,-0.1
70341025507,0.034,0.61
70350025501,-0.048,-0.43
70361025339,0.114,0.7
70362025335,0.032,0.64
70362625323,0.037,0.4
70367025322,0.487,13.1
70371025333,0.077,0.72
70381025309,0.089,1.04
70386025329,0.867,9.84
70395025325,-0.03,-0.18
70398025308,-0.053,-0.43
70454025704,0.58,10.5
71032099999,0.063,1.19
71043099999,-0.013,-0.32
71044099999,0.132,4.11
71045099999,0.732,16.26
71050099999,-0.037,-0.77
71051099999,-0.107,-3.39
71056399999,0.797,17.67
71060099999,-0.04,-0.58
71062099999,-0.013,-0.25
71066099999,0.028,0.54
71068099999,0.008,0.15
71075099999,-0.155,-2.52
71076099999,0.1,2.11
71077099999,0.001,0.02
71078099999,0.068,1.23
71079099999,0.005,0.09
71083099999,0.07,1.39
71101099999,0.012,0.16
71104099999,0.006,0.12
71108099999,0.07,0.69
71109099999,0.035,0.34
71110099999,0.069,0.91
71113099999,-0.035,-0.36
71114099999,0.203,1.71
71115099999,-0.031,-1.0
71116099999,0.334,5.23
71120099999,-0.041,-0.69
71121099999,0.016,0.31
71122099999,0.021,0.4
71123099999,0.083,1.45
71125099999,0.033,0.61
71129099999,0.027,0.49
71130099999,1.221,14.61
71131099999,0.016,0.26
71132099999,0.098,1.83
71133099999,0.501,8.71
71135099999,0.044,0.73
71137099999,0.075,1.26
71139099999,-0.001,-0.02
71140099999,0.108,1.66
71145099999,-0.088,-1.46
71147099999,-0.148,-2.06
71148099999,-0.131,-1.61
71150099999,0.006,0.08
71153099999,0.263,3.94
71154099999,0.016,0.24
71170099999,0.346,4.51
71188099999,-0.034,-0.36
71193099999,0.02,0.3
71196099999,0.07,0.97
71197099999,0.013,0.15
71200099999,0.062,1.04
71201099999,-0.045,-0.62
71203099999,0.093,1.85
71207099999,-0.001,-0.01
71211099999,-0.028,-0.29
71215099999,0.158,3.67
71216099999,0.124,1.93
71218099999,0.399,6.06
71222099999,-0.011,-0.23
71230099999,0.119,2.35
71231099999,-0.123,-2.25
71232099999,0.988,13.08
71234099999,-0.076,-1.16
71235099999,-0.23,-3.71
71236099999,-0.037,-0.58
71238099999,0.108,1.82
71240099999,-0.083,-1.44
71242099999,-0.078,-1.3
71243099999,-0.167,-2.44
71244099999,0.299,4.61
71246099999,-0.124,-2.68
71248099999,-0.131,-2.05
71249099999,-0.2,-3.19
71251099999,-0.281,-5.38
71254099999,0.062,1.1
71255099999,0.061,1.26
71260099999,0.092,1.51
71261099999,0.05,0.74
71263099999,-0.027,-0.33
71265099999,0.016,0.25
71270099999,0.032,0.44
71282099999,-0.768,-17.07
71319099999,-0.921,-15.81
71323099999,-0.033,-0.43
71368099999,0.025,0.36
71371099999,0.001,0.01
71372099999,0.031,0.42
71373099999,0.048,0.67
71376099999,-0.004,-0.06
71377099999,-0.035,-0.43
71378099999,0.024,0.39
71379099999,0.076,1.27
71381099999,0.133,5.16
71382099999,-0.048,-0.69
71383099999,0.274,3.81
71384099999,0.021,0.29
71392099999,-0.092,-1.2
71395099999,-0.109,-1.35
71397099999,-0.006,-0.07
71398099999,0.222,2.5
71400099999,-0.133,-1.5
71402099999,0.502,6.45
71406099999,-0.348,-5.21
71410099999,-0.017,-0.24
71411099999,-0.047,-0.35
71412099999,-0.048,-0.54
71415099999,-0.116,-1.14
71417099999,0.007,0.07
71421099999,-0.119,-1.94
71423099999,1.028,10.53
71425099999,0.001,0.02
71426099999,-0.102,-1.01
71427099999,-0.197,-2.65
71428099999,-0.028,-0.44
71429099999,-0.403,-4.69
71430099999,-0.054,-0.68
71431099999,-0.028,-0.27
71432099999,-0.114,-1.38
71433099999,-0.185,-5.41
71434099999,-0.004,-0.07
71435099999,-0.102,-1.35
71436099999,0.001,0.02
71440099999,0.032,0.64
71441099999,-0.084,-0.99
71442099999,0.085,1.24
71443099999,0.018,0.27
71444099999,0.002,0.04
71445099999,-0.126,-3.33
71446099999,0.127,2.25
71447099999,0.008,0.13
71448099999,0.004,0.07
71450099999,0.092,1.46
71451099999,0.03,0.54
71452099999,-0.186,-2.6
71453099999,-0.076,-1.22
71454099999,0.027,0.39
71455099999,-0.21,-3.48
71456099999,0.197,2.81
71457099999,0.127,2.24
71458099999,0.051,1.04
71459099999,0.075,1.27
71460099999,-0.619,-41.14
71465099999,-0.385,-18.53
71472099999,0.405,5.68
71473099999,-0.102,-2.14
71475099999,-0.024,-0.19
71476099999,-0.033,-0.25
71477099999,-0.299,-3.97
71478099999,-0.423,-4.83
71479099999,0.075,0.82
71481099999,0.013,0.2
71482099999,0.543,4.19
71483099999,-0.038,-0.37
71484099999,0.125,1.82
71485099999,-0.005,-0.06
71486099999,0.015,0.33
71487099999,-0.046,-0.8
71488099999,0.077,1.33
71496099999,0.54,7.02
71501099999,-0.075,-2.57
71505099999,0.57,8.65
71510099999,0.069,1.11
71511099999,-0.076,-1.06
71512099999,-0.135,-1.61
71514099999,0.012,0.19
71516099999,-0.227,-3.44
71523099999,-0.122,-4.01
71524099999,-0.016,-0.2
71527099999,0.144,1.42
71538099999,0.031,0.36
71551099999,-0.044,-0.71
71599099999,-0.157,-1.42
71600099999,-0.023,-0.24
71603099999,-0.068,-0.69
71607099999,-0.049,-0.49
71609099999,0.017,0.16
71610099999,0.002,0.03
71611099999,0.059,0.83
71612099999,0.074,0.91
71614099999,0.057,0.79
71616099999,0.048,0.67
71617099999,-0.071,-1.4
71618099999,0.066,1.01
71619099999,-0.039,-0.46
71621099999,-0.035,-0.45
71624099999,-0.048,-0.63
71625099999,-0.02,-0.38
71627094792,0.024,0.29
71628099999,0.017,0.22
71631099999,0.005,0.06
71632099999,-0.113,-1.05
71633099999,-0.002,-0.03
71675099999,0.159,3.92
71700099999,-0.119,-1.32
71702099999,0.131,1.54
71705099999,-0.084,-0.92
71706099999,-0.013,-0.14
71707099999,-0.028,-0.26
71709099999,0.005,0.07
71710099999,0.051,0.72
71712099999,-0.041,-0.65
71713099999,0.072,0.97
71714099999,0.117,1.42
71715099999,-0.084,-1.05
71718099999,-0.004,-0.06
71719099999,0.035,0.43
71720099999,0.059,0.77
71721099999,0.109,1.58
71723099999,0.05,0.76
71724099999,-0.382,-6.63
71725099999,0.02,0.29
71726099999,0.151,2.3
71727099999,-0.029,-0.45
71728099999,0.058,0.83
71730099999,0.058,0.78
71731099999,0.019,0.26
71733099999,0.169,2.58
71734099999,-0.018,-0.36
71738099999,0.0,0.0
71748099999,0.141,1.93
71768099999,-0.05,-1.08
71770099999,0.016,0.29
71774099999,0.751,11.31
71775099999,0.07,0.63
71776099999,0.114,1.87
71777099999,0.185,2.61
71780099999,-0.277,-2.89
71782099999,-0.154,-2.53
71783099999,0.023,0.4
71784099999,0.073,0.56
71785099999,0.068,0.81
71799099999,0.058,0.75
71800099999,0.046,0.39
71801099999,0.006,0.06
71803099999,-0.067,-0.87
71805099999,0.074,0.75
71807099999,0.045,0.5
71808099999,0.104,1.45
71809099999,-0.028,-0.39
71810099999,0.047,0.6
71813099999,0.062,0.8
71814099999,0.106,0.7
71815099999,0.039,0.48
71816099999,0.029,0.41
71818099999,-0.064,-0.84
71819099999,0.065,0.9
71823099999,0.34,4.75
71825099999,0.074,1.24
71826099999,0.125,2.48
71827099999,-0.01,-0.17
71828099999,-0.024,-0.42
71829099999,0.026,0.37
71831099999,0.003,0.05
71832099999,-0.083,-1.28
71834099999,-0.035,-0.55
71841099999,0.171,2.08
71842099999,-0.0,-0.0
71845099999,-0.066,-1.03
71846099999,0.037,0.42
71848099999,-0.074,-1.51
71850099999,0.041,0.58
71851099999,0.048,0.76
71854099999,-0.099,-1.52
71858099999,-0.095,-1.28
71861099999,-0.022,-0.37
71862099999,-0.029,-0.48
71865099999,0.099,1.42
71867099999,-0.017,-0.27
71868099999,0.022,0.35
71869099999,-0.15,-2.51
71871099999,0.097,1.57
71872099999,-0.141,-2.51
71876099999,-0.04,-0.66
71877099999,0.035,0.59
71878099999,-0.053,-0.85
71880099999,0.039,0.75
71882099999,0.012,0.18
71883099999,-0.02,-0.24
71887099999,-0.032,-0.69
71888099999,-0.002,-0.03
71889099999,-0.034,-0.73
71892099999,0.026,0.3
71893099999,0.049,0.56
71894099999,-0.241,-1.6
71896099999,-0.057,-1.08
71900099999,0.236,3.57
71902099999,-0.013,-0.18
71906099999,-0.071,-1.49
71907099999,0.05,1.07
71912099999,0.036,0.63
71915099999,-0.087,-1.93
71917099999,1.077,18.38
71920099999,-0.12,-1.64
71922099999,0.037,0.64
71923099999,0.127,1.73
71924099999,0.038,0.95
71925099999,-0.103,-2.69
71926099999,0.045,0.95
71927099999,0.037,0.58
71928099999,0.086,1.34
71930099999,-0.126,-2.16
71933099999,-0.006,-0.12
71934099999,0.011,0.23
71935099999,0.07,1.39
71936099999,-0.021,-0.47
71938099999,0.008,0.2
71940099999,-0.035,-0.68
71943099999,0.08,1.41
71944099999,-0.045,-0.82
71945099999,-0.054,-0.97
71946099999,0.016,0.31
71949099999,-0.066,-1.69
71950099999,0.022,0.45
71951099999,-0.0,-0.0
71966099999,-0.018,-0.34
71967099999,-0.04,-0.7
71984099999,-0.003,-0.1
72201012836,-0.11,-0.92
72201512850,-0.035,-0.29
72202012839,0.037,0.27
72202612826,-0.23,-1.62
72203012844,-0.118,-0.85
72204012838,-0.04,-0.3
72205012815,-0.071,-0.55
72205712854,-0.111,-1.56
72206013889,-0.141,-1.01
72206593837,-0.15,-1.18
72206603853,0.088,0.72
72207003822,0.03,0.22
72208013880,0.134,0.97
72208593831,0.087,0.68
72210492806,0.064,0.51
